Applicable At,Applicable For,Data Item,Value,Generated Time,Quality Indicator
09/09/2022 10:30,08/09/2022,"Calorific Value, Stranraer",38.8,09/09/2022 10:33,
09/09/2022 10:30,08/09/2022,"Calorific Value, Thurso",38.8,09/09/2022 10:33,
09/09/2022 10:30,08/09/2022,"Calorific Value, Wick",38.8,09/09/2022 10:33,
08/09/2022 16:00,07/09/2022,"Calorific Value, LDZ(SC)",40,08/09/2022 16:03,
08/09/2022 16:00,07/09/2022,"Calorific Value, LDZ(SE)",39.3,08/09/2022 16:03,
08/09/2022 16:00,07/09/2022,"Calorific Value, LDZ(SW)",39.3,08/09/2022 16:03,
08/09/2022 16:00,06/09/2022,"Calorific Value, LDZ(NE)",39.8,08/09/2022 16:03,
08/09/2022 10:30,07/09/2022,"Calorific Value, Campbeltown",38.8,08/09/2022 10:35,
08/09/2022 10:30,07/09/2022,"Calorific Value, LDZ(EM)",39.7,08/09/2022 10:35,
08/09/2022 10:30,07/09/2022,"Calorific Value, LDZ(NT)",39.6,08/09/2022 10:35,
08/09/2022 10:30,07/09/2022,"Calorific Value, LDZ(NW)",40,08/09/2022 10:35,
08/09/2022 10:30,07/09/2022,"Calorific Value, LDZ(SO)",39.6,08/09/2022 10:35,
08/09/2022 10:30,07/09/2022,"Calorific Value, LDZ(WM)",39.4,08/09/2022 10:35,
08/09/2022 10:30,07/09/2022,"Calorific Value, LDZ(WN)",39.9,08/09/2022 10:35,
08/09/2022 10:30,07/09/2022,"Calorific Value, LDZ(WS)",39.4,08/09/2022 10:35,
08/09/2022 10:30,07/09/2022,"Calorific Value, Oban",38.8,08/09/2022 10:35,
08/09/2022 10:30,07/09/2022,"Calorific Value, Stornoway",93,08/09/2022 10:35,
08/09/2022 10:30,07/09/2022,"Calorific Value, Stranraer",38.8,08/09/2022 10:35,
08/09/2022 10:30,07/09/2022,"Calorific Value, Thurso",38.8,08/09/2022 10:35,
08/09/2022 10:30,07/09/2022,"Calorific Value, Wick",38.8,08/09/2022 10:35,
07/09/2022 16:00,06/09/2022,"Calorific Value, LDZ(SW)",39.4,07/09/2022 16:04,
07/09/2022 16:00,05/09/2022,"Calorific Value, LDZ(NE)",39.8,07/09/2022 16:04,
07/09/2022 16:00,05/09/2022,"Calorific Value, LDZ(SC)",39.9,07/09/2022 16:04,
07/09/2022 16:00,05/09/2022,"Calorific Value, LDZ(SE)",39.4,07/09/2022 16:04,
07/09/2022 16:00,02/09/2022,"Calorific Value, LDZ(NO)",40.3,07/09/2022 16:04,
07/09/2022 10:30,06/09/2022,"Calorific Value, Campbeltown",38.8,07/09/2022 10:33,
07/09/2022 10:30,06/09/2022,"Calorific Value, LDZ(EM)",39.8,07/09/2022 10:33,
07/09/2022 10:30,06/09/2022,"Calorific Value, LDZ(NT)",39.6,07/09/2022 10:33,
07/09/2022 10:30,06/09/2022,"Calorific Value, LDZ(NW)",39.9,07/09/2022 10:33,
07/09/2022 10:30,06/09/2022,"Calorific Value, LDZ(SC)",38,07/09/2022 10:33,
07/09/2022 10:30,06/09/2022,"Calorific Value, LDZ(SE)",39.3,07/09/2022 10:33,
07/09/2022 10:30,06/09/2022,"Calorific Value, LDZ(SO)",39.7,07/09/2022 10:33,
07/09/2022 10:30,06/09/2022,"Calorific Value, LDZ(WM)",39.4,07/09/2022 10:33,
07/09/2022 10:30,06/09/2022,"Calorific Value, LDZ(WN)",40,07/09/2022 10:33,
07/09/2022 10:30,06/09/2022,"Calorific Value, LDZ(WS)",39.4,07/09/2022 10:33,
07/09/2022 10:30,06/09/2022,"Calorific Value, Oban",38.8,07/09/2022 10:33,
07/09/2022 10:30,06/09/2022,"Calorific Value, Stornoway",93,07/09/2022 10:33,
07/09/2022 10:30,06/09/2022,"Calorific Value, Stranraer",38.8,07/09/2022 10:33,
07/09/2022 10:30,06/09/2022,"Calorific Value, Thurso",38.8,07/09/2022 10:33,
07/09/2022 10:30,06/09/2022,"Calorific Value, Wick",38.8,07/09/2022 10:33,
06/09/2022 16:00,05/09/2022,"Calorific Value, LDZ(SW)",39.4,06/09/2022 16:03,
06/09/2022 16:00,04/09/2022,"Calorific Value, LDZ(NE)",39.8,06/09/2022 16:03,
06/09/2022 16:00,04/09/2022,"Calorific Value, LDZ(NO)",40.2,06/09/2022 16:03,
06/09/2022 16:00,03/09/2022,"Calorific Value, LDZ(EM)",39.7,06/09/2022 16:03,
06/09/2022 16:00,03/09/2022,"Calorific Value, LDZ(NE)",39.8,06/09/2022 16:03,
06/09/2022 16:00,03/09/2022,"Calorific Value, LDZ(NO)",40.2,06/09/2022 16:03,
06/09/2022 16:00,02/09/2022,"Calorific Value, LDZ(EM)",39.8,06/09/2022 16:03,
06/09/2022 16:00,01/09/2022,"Calorific Value, LDZ(EM)",39.8,06/09/2022 16:03,
06/09/2022 10:30,05/09/2022,"Calorific Value, Campbeltown",38.8,06/09/2022 10:34,
06/09/2022 10:30,05/09/2022,"Calorific Value, LDZ(EA)",39.7,06/09/2022 10:34,
06/09/2022 10:30,05/09/2022,"Calorific Value, LDZ(EM)",39.7,06/09/2022 10:34,
06/09/2022 10:30,05/09/2022,"Calorific Value, LDZ(NT)",39.7,06/09/2022 10:34,
06/09/2022 10:30,05/09/2022,"Calorific Value, LDZ(NW)",40,06/09/2022 10:34,
06/09/2022 10:30,05/09/2022,"Calorific Value, LDZ(SO)",39.6,06/09/2022 10:34,
06/09/2022 10:30,05/09/2022,"Calorific Value, LDZ(WM)",39.4,06/09/2022 10:34,
06/09/2022 10:30,05/09/2022,"Calorific Value, LDZ(WN)",40.2,06/09/2022 10:34,
06/09/2022 10:30,05/09/2022,"Calorific Value, LDZ(WS)",39.4,06/09/2022 10:34,
06/09/2022 10:30,05/09/2022,"Calorific Value, Oban",38.8,06/09/2022 10:34,
06/09/2022 10:30,05/09/2022,"Calorific Value, Stornoway",93,06/09/2022 10:34,
06/09/2022 10:30,05/09/2022,"Calorific Value, Stranraer",38.8,06/09/2022 10:34,
06/09/2022 10:30,05/09/2022,"Calorific Value, Thurso",38.8,06/09/2022 10:34,
06/09/2022 10:30,05/09/2022,"Calorific Value, Wick",38.8,06/09/2022 10:34,
05/09/2022 15:40,04/09/2022,"Calorific Value, LDZ(EM)",39.5,05/09/2022 15:42,
05/09/2022 15:40,04/09/2022,"Calorific Value, LDZ(SC)",39.8,05/09/2022 15:42,
05/09/2022 15:40,04/09/2022,"Calorific Value, LDZ(SE)",39.5,05/09/2022 15:42,
05/09/2022 15:40,03/09/2022,"Calorific Value, LDZ(SC)",39.7,05/09/2022 15:42,
05/09/2022 15:40,03/09/2022,"Calorific Value, LDZ(SW)",39.4,05/09/2022 15:42,
05/09/2022 15:40,02/09/2022,"Calorific Value, LDZ(NE)",39.8,05/09/2022 15:42,
05/09/2022 15:40,02/09/2022,"Calorific Value, LDZ(SC)",39.7,05/09/2022 15:42,
05/09/2022 15:40,02/09/2022,"Calorific Value, LDZ(SE)",39.4,05/09/2022 15:42,
05/09/2022 15:40,02/09/2022,"Calorific Value, LDZ(SW)",39.4,05/09/2022 15:42,
05/09/2022 15:40,01/09/2022,"Calorific Value, LDZ(NE)",40.2,05/09/2022 15:42,
05/09/2022 15:40,01/09/2022,"Calorific Value, LDZ(NO)",40.2,05/09/2022 15:42,
05/09/2022 15:40,31/08/2022,"Calorific Value, LDZ(EM)",39.5,05/09/2022 15:42,
05/09/2022 15:40,31/08/2022,"Calorific Value, LDZ(NE)",40.2,05/09/2022 15:42,
05/09/2022 15:40,31/08/2022,"Calorific Value, LDZ(SC)",39.7,05/09/2022 15:42,
05/09/2022 15:40,31/08/2022,"Calorific Value, LDZ(SE)",39.6,05/09/2022 15:42,
05/09/2022 10:30,04/09/2022,"Calorific Value, Campbeltown",38.8,05/09/2022 10:35,
05/09/2022 10:30,04/09/2022,"Calorific Value, LDZ(EA)",39.9,05/09/2022 10:35,
05/09/2022 10:30,04/09/2022,"Calorific Value, LDZ(NT)",39.8,05/09/2022 10:35,
05/09/2022 10:30,04/09/2022,"Calorific Value, LDZ(NW)",40,05/09/2022 10:35,
05/09/2022 10:30,04/09/2022,"Calorific Value, LDZ(SO)",39.7,05/09/2022 10:35,
05/09/2022 10:30,04/09/2022,"Calorific Value, LDZ(SW)",38,05/09/2022 10:35,
05/09/2022 10:30,04/09/2022,"Calorific Value, LDZ(WM)",39.4,05/09/2022 10:35,
05/09/2022 10:30,04/09/2022,"Calorific Value, LDZ(WN)",40,05/09/2022 10:35,
05/09/2022 10:30,04/09/2022,"Calorific Value, LDZ(WS)",39.4,05/09/2022 10:35,
05/09/2022 10:30,04/09/2022,"Calorific Value, Oban",38.8,05/09/2022 10:35,
05/09/2022 10:30,04/09/2022,"Calorific Value, Stornoway",93,05/09/2022 10:35,
05/09/2022 10:30,04/09/2022,"Calorific Value, Stranraer",38.8,05/09/2022 10:35,
05/09/2022 10:30,04/09/2022,"Calorific Value, Thurso",38.8,05/09/2022 10:35,
05/09/2022 10:30,04/09/2022,"Calorific Value, Wick",38.8,05/09/2022 10:35,
04/09/2022 10:30,03/09/2022,"Calorific Value, Campbeltown",38.8,04/09/2022 10:33,
04/09/2022 10:30,03/09/2022,"Calorific Value, LDZ(EA)",39.8,04/09/2022 10:33,
04/09/2022 10:30,03/09/2022,"Calorific Value, LDZ(NT)",39.8,04/09/2022 10:33,
04/09/2022 10:30,03/09/2022,"Calorific Value, LDZ(NW)",40,04/09/2022 10:33,
04/09/2022 10:30,03/09/2022,"Calorific Value, LDZ(SE)",39.2,04/09/2022 10:33,
04/09/2022 10:30,03/09/2022,"Calorific Value, LDZ(SO)",39.8,04/09/2022 10:33,
04/09/2022 10:30,03/09/2022,"Calorific Value, LDZ(WM)",39.4,04/09/2022 10:33,
04/09/2022 10:30,03/09/2022,"Calorific Value, LDZ(WN)",40.1,04/09/2022 10:33,
04/09/2022 10:30,03/09/2022,"Calorific Value, LDZ(WS)",39.4,04/09/2022 10:33,
04/09/2022 10:30,03/09/2022,"Calorific Value, Oban",38.8,04/09/2022 10:33,
04/09/2022 10:30,03/09/2022,"Calorific Value, Stornoway",93,04/09/2022 10:33,
04/09/2022 10:30,03/09/2022,"Calorific Value, Stranraer",38.8,04/09/2022 10:33,
04/09/2022 10:30,03/09/2022,"Calorific Value, Thurso",38.8,04/09/2022 10:33,
04/09/2022 10:30,03/09/2022,"Calorific Value, Wick",38.8,04/09/2022 10:33,
03/09/2022 10:30,02/09/2022,"Calorific Value, Campbeltown",38.8,03/09/2022 10:33,
03/09/2022 10:30,02/09/2022,"Calorific Value, LDZ(EA)",39.9,03/09/2022 10:33,
03/09/2022 10:30,02/09/2022,"Calorific Value, LDZ(NT)",39.8,03/09/2022 10:33,
03/09/2022 10:30,02/09/2022,"Calorific Value, LDZ(NW)",40,03/09/2022 10:33,
03/09/2022 10:30,02/09/2022,"Calorific Value, LDZ(SO)",39.7,03/09/2022 10:33,
03/09/2022 10:30,02/09/2022,"Calorific Value, LDZ(WM)",39.4,03/09/2022 10:33,
03/09/2022 10:30,02/09/2022,"Calorific Value, LDZ(WN)",40.1,03/09/2022 10:33,
03/09/2022 10:30,02/09/2022,"Calorific Value, LDZ(WS)",39.4,03/09/2022 10:33,
03/09/2022 10:30,02/09/2022,"Calorific Value, Oban",38.8,03/09/2022 10:33,
03/09/2022 10:30,02/09/2022,"Calorific Value, Stornoway",93,03/09/2022 10:33,
03/09/2022 10:30,02/09/2022,"Calorific Value, Stranraer",38.8,03/09/2022 10:33,
03/09/2022 10:30,02/09/2022,"Calorific Value, Thurso",38.8,03/09/2022 10:33,
03/09/2022 10:30,02/09/2022,"Calorific Value, Wick",38.8,03/09/2022 10:33,
02/09/2022 15:40,01/09/2022,"Calorific Value, LDZ(EA)",40,02/09/2022 15:44,
02/09/2022 15:40,01/09/2022,"Calorific Value, LDZ(SC)",39.8,02/09/2022 15:44,
02/09/2022 15:40,01/09/2022,"Calorific Value, LDZ(SE)",39.4,02/09/2022 15:44,
02/09/2022 15:40,01/09/2022,"Calorific Value, LDZ(SW)",39.4,02/09/2022 15:44,
02/09/2022 15:40,31/08/2022,"Calorific Value, LDZ(EA)",40,02/09/2022 15:44,
02/09/2022 10:30,01/09/2022,"Calorific Value, Campbeltown",38.8,02/09/2022 10:33,
02/09/2022 10:30,01/09/2022,"Calorific Value, LDZ(NT)",39.6,02/09/2022 10:33,
02/09/2022 10:30,01/09/2022,"Calorific Value, LDZ(NW)",40,02/09/2022 10:33,
02/09/2022 10:30,01/09/2022,"Calorific Value, LDZ(SO)",39.6,02/09/2022 10:33,
02/09/2022 10:30,01/09/2022,"Calorific Value, LDZ(WM)",39.4,02/09/2022 10:33,
02/09/2022 10:30,01/09/2022,"Calorific Value, LDZ(WN)",40.1,02/09/2022 10:33,
02/09/2022 10:30,01/09/2022,"Calorific Value, LDZ(WS)",39.4,02/09/2022 10:33,
02/09/2022 10:30,01/09/2022,"Calorific Value, Oban",38.8,02/09/2022 10:33,
02/09/2022 10:30,01/09/2022,"Calorific Value, Stornoway",93,02/09/2022 10:33,
02/09/2022 10:30,01/09/2022,"Calorific Value, Stranraer",38.8,02/09/2022 10:33,
02/09/2022 10:30,01/09/2022,"Calorific Value, Thurso",38.8,02/09/2022 10:33,
02/09/2022 10:30,01/09/2022,"Calorific Value, Wick",38.8,02/09/2022 10:33,
01/09/2022 15:40,31/08/2022,"Calorific Value, LDZ(SW)",39.5,01/09/2022 15:43,
01/09/2022 15:40,29/08/2022,"Calorific Value, LDZ(SC)",39.7,01/09/2022 15:43,
01/09/2022 15:40,28/08/2022,"Calorific Value, LDZ(EA)",40,01/09/2022 15:43,
01/09/2022 15:40,28/08/2022,"Calorific Value, LDZ(SC)",39.8,01/09/2022 15:43,
01/09/2022 15:40,27/08/2022,"Calorific Value, LDZ(NE)",40.1,01/09/2022 15:43,
01/09/2022 15:40,27/08/2022,"Calorific Value, LDZ(SC)",39.9,01/09/2022 15:43,
01/09/2022 10:30,31/08/2022,"Calorific Value, Campbeltown",38.8,01/09/2022 10:34,
01/09/2022 10:30,31/08/2022,"Calorific Value, LDZ(NO)",40,01/09/2022 10:34,
01/09/2022 10:30,31/08/2022,"Calorific Value, LDZ(NT)",39.6,01/09/2022 10:34,
01/09/2022 10:30,31/08/2022,"Calorific Value, LDZ(NW)",40,01/09/2022 10:34,
01/09/2022 10:30,31/08/2022,"Calorific Value, LDZ(SO)",39.8,01/09/2022 10:34,
01/09/2022 10:30,31/08/2022,"Calorific Value, LDZ(WM)",39.5,01/09/2022 10:34,
01/09/2022 10:30,31/08/2022,"Calorific Value, LDZ(WN)",40.1,01/09/2022 10:34,
01/09/2022 10:30,31/08/2022,"Calorific Value, LDZ(WS)",39.4,01/09/2022 10:34,
01/09/2022 10:30,31/08/2022,"Calorific Value, Oban",38.8,01/09/2022 10:34,
01/09/2022 10:30,31/08/2022,"Calorific Value, Stornoway",93,01/09/2022 10:34,
01/09/2022 10:30,31/08/2022,"Calorific Value, Stranraer",38.8,01/09/2022 10:34,
01/09/2022 10:30,31/08/2022,"Calorific Value, Thurso",38.8,01/09/2022 10:34,
01/09/2022 10:30,31/08/2022,"Calorific Value, Wick",38.8,01/09/2022 10:34,
31/08/2022 16:00,30/08/2022,"Calorific Value, LDZ(SE)",39.5,31/08/2022 16:07,
31/08/2022 10:30,30/08/2022,"Calorific Value, Campbeltown",38.8,31/08/2022 10:34,
31/08/2022 10:30,30/08/2022,"Calorific Value, LDZ(EA)",39.8,31/08/2022 10:34,
31/08/2022 10:30,30/08/2022,"Calorific Value, LDZ(EM)",39.6,31/08/2022 10:34,
31/08/2022 10:30,30/08/2022,"Calorific Value, LDZ(NE)",40.3,31/08/2022 10:34,
31/08/2022 10:30,30/08/2022,"Calorific Value, LDZ(NO)",40.1,31/08/2022 10:34,
31/08/2022 10:30,30/08/2022,"Calorific Value, LDZ(NT)",39.9,31/08/2022 10:34,
31/08/2022 10:30,30/08/2022,"Calorific Value, LDZ(NW)",40,31/08/2022 10:34,
31/08/2022 10:30,30/08/2022,"Calorific Value, LDZ(SC)",39.7,31/08/2022 10:34,
31/08/2022 10:30,30/08/2022,"Calorific Value, LDZ(SO)",39.7,31/08/2022 10:34,
31/08/2022 10:30,30/08/2022,"Calorific Value, LDZ(SW)",39.4,31/08/2022 10:34,
31/08/2022 10:30,30/08/2022,"Calorific Value, LDZ(WM)",39.4,31/08/2022 10:34,
31/08/2022 10:30,30/08/2022,"Calorific Value, LDZ(WN)",40.1,31/08/2022 10:34,
31/08/2022 10:30,30/08/2022,"Calorific Value, LDZ(WS)",39.3,31/08/2022 10:34,
31/08/2022 10:30,30/08/2022,"Calorific Value, Oban",38.8,31/08/2022 10:34,
31/08/2022 10:30,30/08/2022,"Calorific Value, Stornoway",93,31/08/2022 10:34,
31/08/2022 10:30,30/08/2022,"Calorific Value, Stranraer",38.8,31/08/2022 10:34,
31/08/2022 10:30,30/08/2022,"Calorific Value, Thurso",38.8,31/08/2022 10:34,
31/08/2022 10:30,30/08/2022,"Calorific Value, Wick",38.8,31/08/2022 10:34,
30/08/2022 16:00,26/08/2022,"Calorific Value, LDZ(WM)",39.3,30/08/2022 16:04,
30/08/2022 10:30,29/08/2022,"Calorific Value, Campbeltown",38.8,30/08/2022 10:34,
30/08/2022 10:30,29/08/2022,"Calorific Value, LDZ(EA)",39.9,30/08/2022 10:34,
30/08/2022 10:30,29/08/2022,"Calorific Value, LDZ(EM)",39.7,30/08/2022 10:34,
30/08/2022 10:30,29/08/2022,"Calorific Value, LDZ(NE)",40.3,30/08/2022 10:34,
30/08/2022 10:30,29/08/2022,"Calorific Value, LDZ(NO)",40.2,30/08/2022 10:34,
30/08/2022 10:30,29/08/2022,"Calorific Value, LDZ(NT)",39.8,30/08/2022 10:34,
30/08/2022 10:30,29/08/2022,"Calorific Value, LDZ(NW)",40.2,30/08/2022 10:34,
30/08/2022 10:30,29/08/2022,"Calorific Value, LDZ(SE)",39.5,30/08/2022 10:34,
30/08/2022 10:30,29/08/2022,"Calorific Value, LDZ(SO)",39.7,30/08/2022 10:34,
30/08/2022 10:30,29/08/2022,"Calorific Value, LDZ(SW)",39.5,30/08/2022 10:34,
30/08/2022 10:30,29/08/2022,"Calorific Value, LDZ(WM)",39.3,30/08/2022 10:34,
30/08/2022 10:30,29/08/2022,"Calorific Value, LDZ(WN)",40.3,30/08/2022 10:34,
30/08/2022 10:30,29/08/2022,"Calorific Value, LDZ(WS)",39.3,30/08/2022 10:34,
30/08/2022 10:30,29/08/2022,"Calorific Value, Oban",38.8,30/08/2022 10:34,
30/08/2022 10:30,29/08/2022,"Calorific Value, Stornoway",93,30/08/2022 10:34,
30/08/2022 10:30,29/08/2022,"Calorific Value, Stranraer",38.8,30/08/2022 10:34,
30/08/2022 10:30,29/08/2022,"Calorific Value, Thurso",38.8,30/08/2022 10:34,
30/08/2022 10:30,29/08/2022,"Calorific Value, Wick",38.8,30/08/2022 10:34,
29/08/2022 10:30,28/08/2022,"Calorific Value, Campbeltown",38.8,29/08/2022 10:34,
29/08/2022 10:30,28/08/2022,"Calorific Value, LDZ(EM)",39.8,29/08/2022 10:34,
29/08/2022 10:30,28/08/2022,"Calorific Value, LDZ(NE)",40.2,29/08/2022 10:34,
29/08/2022 10:30,28/08/2022,"Calorific Value, LDZ(NO)",40.3,29/08/2022 10:34,
29/08/2022 10:30,28/08/2022,"Calorific Value, LDZ(NT)",39.7,29/08/2022 10:34,
29/08/2022 10:30,28/08/2022,"Calorific Value, LDZ(NW)",40.3,29/08/2022 10:34,
29/08/2022 10:30,28/08/2022,"Calorific Value, LDZ(SE)",39.6,29/08/2022 10:34,
29/08/2022 10:30,28/08/2022,"Calorific Value, LDZ(SO)",39.7,29/08/2022 10:34,
29/08/2022 10:30,28/08/2022,"Calorific Value, LDZ(SW)",39.5,29/08/2022 10:34,
29/08/2022 10:30,28/08/2022,"Calorific Value, LDZ(WM)",39.3,29/08/2022 10:34,
29/08/2022 10:30,28/08/2022,"Calorific Value, LDZ(WN)",40.3,29/08/2022 10:34,
29/08/2022 10:30,28/08/2022,"Calorific Value, LDZ(WS)",39.3,29/08/2022 10:34,
29/08/2022 10:30,28/08/2022,"Calorific Value, Oban",38.8,29/08/2022 10:34,
29/08/2022 10:30,28/08/2022,"Calorific Value, Stornoway",93,29/08/2022 10:34,
29/08/2022 10:30,28/08/2022,"Calorific Value, Stranraer",38.8,29/08/2022 10:34,
29/08/2022 10:30,28/08/2022,"Calorific Value, Thurso",38.8,29/08/2022 10:34,
29/08/2022 10:30,28/08/2022,"Calorific Value, Wick",38.8,29/08/2022 10:34,
28/08/2022 10:30,27/08/2022,"Calorific Value, Campbeltown",38.8,28/08/2022 10:34,
28/08/2022 10:30,27/08/2022,"Calorific Value, LDZ(EA)",39.7,28/08/2022 10:34,
28/08/2022 10:30,27/08/2022,"Calorific Value, LDZ(EM)",39.7,28/08/2022 10:34,
28/08/2022 10:30,27/08/2022,"Calorific Value, LDZ(NO)",40.2,28/08/2022 10:34,
28/08/2022 10:30,27/08/2022,"Calorific Value, LDZ(NT)",39.9,28/08/2022 10:34,
28/08/2022 10:30,27/08/2022,"Calorific Value, LDZ(NW)",40.3,28/08/2022 10:34,
28/08/2022 10:30,27/08/2022,"Calorific Value, LDZ(SE)",39.6,28/08/2022 10:34,
28/08/2022 10:30,27/08/2022,"Calorific Value, LDZ(SO)",39.8,28/08/2022 10:34,
28/08/2022 10:30,27/08/2022,"Calorific Value, LDZ(SW)",39.5,28/08/2022 10:34,
28/08/2022 10:30,27/08/2022,"Calorific Value, LDZ(WM)",39.3,28/08/2022 10:34,
28/08/2022 10:30,27/08/2022,"Calorific Value, LDZ(WN)",40.1,28/08/2022 10:34,
28/08/2022 10:30,27/08/2022,"Calorific Value, LDZ(WS)",39.3,28/08/2022 10:34,
28/08/2022 10:30,27/08/2022,"Calorific Value, Oban",38.8,28/08/2022 10:34,
28/08/2022 10:30,27/08/2022,"Calorific Value, Stornoway",93,28/08/2022 10:34,
28/08/2022 10:30,27/08/2022,"Calorific Value, Stranraer",38.8,28/08/2022 10:34,
28/08/2022 10:30,27/08/2022,"Calorific Value, Thurso",38.8,28/08/2022 10:34,
28/08/2022 10:30,27/08/2022,"Calorific Value, Wick",38.8,28/08/2022 10:34,
27/08/2022 10:30,26/08/2022,"Calorific Value, Campbeltown",38.8,27/08/2022 10:34,
27/08/2022 10:30,26/08/2022,"Calorific Value, LDZ(EA)",40,27/08/2022 10:34,
27/08/2022 10:30,26/08/2022,"Calorific Value, LDZ(EM)",39.8,27/08/2022 10:34,
27/08/2022 10:30,26/08/2022,"Calorific Value, LDZ(NE)",40.1,27/08/2022 10:34,
27/08/2022 10:30,26/08/2022,"Calorific Value, LDZ(NO)",40.4,27/08/2022 10:34,
27/08/2022 10:30,26/08/2022,"Calorific Value, LDZ(NT)",40,27/08/2022 10:34,
27/08/2022 10:30,26/08/2022,"Calorific Value, LDZ(NW)",40.2,27/08/2022 10:34,
27/08/2022 10:30,26/08/2022,"Calorific Value, LDZ(SC)",39.8,27/08/2022 10:34,
27/08/2022 10:30,26/08/2022,"Calorific Value, LDZ(SE)",39.6,27/08/2022 10:34,
27/08/2022 10:30,26/08/2022,"Calorific Value, LDZ(SO)",40,27/08/2022 10:34,
27/08/2022 10:30,26/08/2022,"Calorific Value, LDZ(SW)",39.4,27/08/2022 10:34,
27/08/2022 10:30,26/08/2022,"Calorific Value, LDZ(WN)",40,27/08/2022 10:34,
27/08/2022 10:30,26/08/2022,"Calorific Value, LDZ(WS)",39.3,27/08/2022 10:34,
27/08/2022 10:30,26/08/2022,"Calorific Value, Oban",38.8,27/08/2022 10:34,
27/08/2022 10:30,26/08/2022,"Calorific Value, Stornoway",93,27/08/2022 10:34,
27/08/2022 10:30,26/08/2022,"Calorific Value, Stranraer",38.8,27/08/2022 10:34,
27/08/2022 10:30,26/08/2022,"Calorific Value, Thurso",38.8,27/08/2022 10:34,
27/08/2022 10:30,26/08/2022,"Calorific Value, Wick",38.8,27/08/2022 10:34,
26/08/2022 10:30,25/08/2022,"Calorific Value, Campbeltown",38.8,26/08/2022 10:34,
26/08/2022 10:30,25/08/2022,"Calorific Value, LDZ(EA)",39.9,26/08/2022 10:34,
26/08/2022 10:30,25/08/2022,"Calorific Value, LDZ(EM)",39.9,26/08/2022 10:34,
26/08/2022 10:30,25/08/2022,"Calorific Value, LDZ(NE)",40.2,26/08/2022 10:34,
26/08/2022 10:30,25/08/2022,"Calorific Value, LDZ(NO)",40.4,26/08/2022 10:34,
26/08/2022 10:30,25/08/2022,"Calorific Value, LDZ(NT)",40,26/08/2022 10:34,
26/08/2022 10:30,25/08/2022,"Calorific Value, LDZ(NW)",40,26/08/2022 10:34,
26/08/2022 10:30,25/08/2022,"Calorific Value, LDZ(SC)",39.8,26/08/2022 10:34,
26/08/2022 10:30,25/08/2022,"Calorific Value, LDZ(SE)",39.6,26/08/2022 10:34,
26/08/2022 10:30,25/08/2022,"Calorific Value, LDZ(SO)",39.9,26/08/2022 10:34,
26/08/2022 10:30,25/08/2022,"Calorific Value, LDZ(SW)",39.4,26/08/2022 10:34,
26/08/2022 10:30,25/08/2022,"Calorific Value, LDZ(WM)",39.3,26/08/2022 10:34,
26/08/2022 10:30,25/08/2022,"Calorific Value, LDZ(WN)",40,26/08/2022 10:34,
26/08/2022 10:30,25/08/2022,"Calorific Value, LDZ(WS)",39.3,26/08/2022 10:34,
26/08/2022 10:30,25/08/2022,"Calorific Value, Oban",38.8,26/08/2022 10:34,
26/08/2022 10:30,25/08/2022,"Calorific Value, Stornoway",93,26/08/2022 10:34,
26/08/2022 10:30,25/08/2022,"Calorific Value, Stranraer",38.8,26/08/2022 10:34,
26/08/2022 10:30,25/08/2022,"Calorific Value, Thurso",38.8,26/08/2022 10:34,
26/08/2022 10:30,25/08/2022,"Calorific Value, Wick",38.8,26/08/2022 10:34,
25/08/2022 16:00,24/08/2022,"Calorific Value, LDZ(SC)",39.8,25/08/2022 16:05,
25/08/2022 16:00,23/08/2022,"Calorific Value, LDZ(EM)",39.8,25/08/2022 16:05,
25/08/2022 10:30,24/08/2022,"Calorific Value, Campbeltown",38.8,25/08/2022 10:34,
25/08/2022 10:30,24/08/2022,"Calorific Value, LDZ(EA)",39.9,25/08/2022 10:34,
25/08/2022 10:30,24/08/2022,"Calorific Value, LDZ(EM)",39.9,25/08/2022 10:34,
25/08/2022 10:30,24/08/2022,"Calorific Value, LDZ(NE)",40.2,25/08/2022 10:34,
25/08/2022 10:30,24/08/2022,"Calorific Value, LDZ(NO)",40.5,25/08/2022 10:34,
25/08/2022 10:30,24/08/2022,"Calorific Value, LDZ(NT)",39.9,25/08/2022 10:34,
25/08/2022 10:30,24/08/2022,"Calorific Value, LDZ(NW)",40,25/08/2022 10:34,
25/08/2022 10:30,24/08/2022,"Calorific Value, LDZ(SE)",39.5,25/08/2022 10:34,
25/08/2022 10:30,24/08/2022,"Calorific Value, LDZ(SO)",39.9,25/08/2022 10:34,
25/08/2022 10:30,24/08/2022,"Calorific Value, LDZ(SW)",39.4,25/08/2022 10:34,
25/08/2022 10:30,24/08/2022,"Calorific Value, LDZ(WM)",39.3,25/08/2022 10:34,
25/08/2022 10:30,24/08/2022,"Calorific Value, LDZ(WN)",40.1,25/08/2022 10:34,
25/08/2022 10:30,24/08/2022,"Calorific Value, LDZ(WS)",39.3,25/08/2022 10:34,
25/08/2022 10:30,24/08/2022,"Calorific Value, Oban",38.8,25/08/2022 10:34,
25/08/2022 10:30,24/08/2022,"Calorific Value, Stornoway",93,25/08/2022 10:34,
25/08/2022 10:30,24/08/2022,"Calorific Value, Stranraer",38.8,25/08/2022 10:34,
25/08/2022 10:30,24/08/2022,"Calorific Value, Thurso",38.8,25/08/2022 10:34,
